noun,human,verb,verb_frequency,verb_category,animate_no_context,inanimate_no_context,animate_context,inanimate_context,experimental,prompt_id,prompt_type
screen,child,sneered,HIGH,psychological,The child started to,The screen started to,The child sneered and started to,The screen fell and started to,The screen sneered and started to,1,VERB
tape,child,noticed,HIGH,psychological,The child became very,The tape became very,The child noticed and became very,The tape fell and became very,The tape noticed and became very,3,ADJ
train,person,trained,HIGH-MID,psychological,The person was very,The train was very,The person trained and was very,The train fell and was very,The train trained and was very,2,ADJ
helmet,man,obeyed,HIGH-MID,psychological,The man was very,The helmet was very,The man obeyed and was very,The helmet fell and was very,The helmet obeyed and was very,2,ADJ
ambulance,girl,fainted,HIGH,physical,The girl was very,The ambulance was very,The girl fainted and was very,The ambulance fell and was very,The ambulance fainted and was very,2,ADJ
road,boy,pled,HIGH,psychological,The boy started to,The road started to,The boy pled and started to,The road fell and started to,The road pled and started to,1,VERB
brush,boy,studied,HIGH-MID,psychological,The boy was very,The brush was very,The boy studied and was very,The brush fell and was very,The brush studied and was very,2,ADJ
goblet,man,snorted,HIGH,physical,The man became very,The goblet became very,The man snorted and became very,The goblet fell and became very,The goblet snorted and became very,3,ADJ
bell,person,protested,HIGH,psychological,The person was very,The bell was very,The person protested and was very,The bell fell and was very,The bell protested and was very,2,ADJ
sculpture,woman,snorted,HIGH,physical,The woman started to,The sculpture started to,The woman snorted and started to,The sculpture fell and started to,The sculpture snorted and started to,1,VERB
coffin,man,died,HIGH,physical,The man became very,The coffin became very,The man died and became very,The coffin fell and became very,The coffin died and became very,3,ADJ
clothing,man,whistled,HIGH-MID,physical,The man started to,The clothing started to,The man whistled and started to,The clothing fell and started to,The clothing whistled and started to,1,VERB
plate,person,winked,HIGH-MID,physical,The person began to,The plate began to,The person winked and began to,The plate fell and began to,The plate winked and began to,0,VERB
plate,woman,understood,HIGH,psychological,The woman began to,The plate began to,The woman understood and began to,The plate fell and began to,The plate understood and began to,0,VERB
cape,person,fiddled,HIGH,physical,The person started to,The cape started to,The person fiddled and started to,The cape fell and started to,The cape fiddled and started to,1,VERB
oven,person,snorted,HIGH,physical,The person began to,The oven began to,The person snorted and began to,The oven fell and began to,The oven snorted and began to,0,VERB
harp,person,walked,HIGH,physical,The person was very,The harp was very,The person walked and was very,The harp fell and was very,The harp walked and was very,2,ADJ
stand,woman,knelt,HIGH,physical,The woman became very,The stand became very,The woman knelt and became very,The stand fell and became very,The stand knelt and became very,3,ADJ
vehicle,boy,applauded,HIGH-MID,psychological,The boy became very,The vehicle became very,The boy applauded and became very,The vehicle fell and became very,The vehicle applauded and became very,3,ADJ
glove,child,pursued,HIGH-MID,psychological,The child began to,The glove began to,The child pursued and began to,The glove fell and began to,The glove pursued and began to,0,VERB
pendulum,girl,stole,HIGH-MID,psychological,The girl was very,The pendulum was very,The girl stole and was very,The pendulum fell and was very,The pendulum stole and was very,2,ADJ
costume,man,groaned,HIGH,psychological,The man started to,The costume started to,The man groaned and started to,The costume fell and started to,The costume groaned and started to,1,VERB
hailstone,man,squinted,HIGH,physical,The man started to,The hailstone started to,The man squinted and started to,The hailstone fell and started to,The hailstone squinted and started to,1,VERB
firewood,woman,preached,HIGH,psychological,The woman became very,The firewood became very,The woman preached and became very,The firewood fell and became very,The firewood preached and became very,3,ADJ
dagger,man,inhaled,HIGH,physical,The man began to,The dagger began to,The man inhaled and began to,The dagger fell and began to,The dagger inhaled and began to,0,VERB
aircraft,girl,grunted,HIGH,physical,The girl started to,The aircraft started to,The girl grunted and started to,The aircraft fell and started to,The aircraft grunted and started to,1,VERB
knife,man,growled,HIGH,physical,The man started to,The knife started to,The man growled and started to,The knife fell and started to,The knife growled and started to,1,VERB
helmet,woman,jogged,HIGH-MID,physical,The woman began to,The helmet began to,The woman jogged and began to,The helmet fell and began to,The helmet jogged and began to,0,VERB
cake,person,retorted,HIGH,psychological,The person was very,The cake was very,The person retorted and was very,The cake fell and was very,The cake retorted and was very,2,ADJ
scroll,man,flinched,HIGH,physical,The man became very,The scroll became very,The man flinched and became very,The scroll fell and became very,The scroll flinched and became very,3,ADJ
engine,boy,pled,HIGH,psychological,The boy became very,The engine became very,The boy pled and became very,The engine fell and became very,The engine pled and became very,3,ADJ
tripod,woman,gulped,HIGH,physical,The woman became very,The tripod became very,The woman gulped and became very,The tripod fell and became very,The tripod gulped and became very,3,ADJ
photograph,man,remembered,HIGH,psychological,The man became very,The photograph became very,The man remembered and became very,The photograph fell and became very,The photograph remembered and became very,3,ADJ
medallion,man,swam,MID,physical,The man began to,The medallion began to,The man swam and began to,The medallion fell and began to,The medallion swam and began to,0,VERB
envelope,man,agreed,HIGH-MID,psychological,The man began to,The envelope began to,The man agreed and began to,The envelope fell and began to,The envelope agreed and began to,0,VERB
firewood,child,snored,HIGH,physical,The child started to,The firewood started to,The child snored and started to,The firewood fell and started to,The firewood snored and started to,1,VERB
oar,girl,shuddered,HIGH-MID,physical,The girl was very,The oar was very,The girl shuddered and was very,The oar fell and was very,The oar shuddered and was very,2,ADJ
nightgown,woman,saluted,HIGH,psychological,The woman began to,The nightgown began to,The woman saluted and began to,The nightgown fell and began to,The nightgown saluted and began to,0,VERB
cart,girl,spit,HIGH,physical,The girl was very,The cart was very,The girl spit and was very,The cart fell and was very,The cart spit and was very,2,ADJ
suit,child,drank,HIGH,physical,The child began to,The suit began to,The child drank and began to,The suit fell and began to,The suit drank and began to,0,VERB
bomb,person,drowned,HIGH-MID,physical,The person became very,The bomb became very,The person drowned and became very,The bomb fell and became very,The bomb drowned and became very,3,ADJ
appliance,child,snarled,HIGH,psychological,The child became very,The appliance became very,The child snarled and became very,The appliance fell and became very,The appliance snarled and became very,3,ADJ
brush,person,nodded,HIGH,physical,The person was very,The brush was very,The person nodded and was very,The brush fell and was very,The brush nodded and was very,2,ADJ
brush,child,breathed,HIGH,physical,The child became very,The brush became very,The child breathed and became very,The brush fell and became very,The brush breathed and became very,3,ADJ
candle,child,hissed,HIGH-MID,physical,The child began to,The candle began to,The child hissed and began to,The candle fell and began to,The candle hissed and began to,0,VERB
pot,girl,cursed,HIGH,psychological,The girl was very,The pot was very,The girl cursed and was very,The pot fell and was very,The pot cursed and was very,2,ADJ
rope,boy,shouted,HIGH,physical,The boy started to,The rope started to,The boy shouted and started to,The rope fell and started to,The rope shouted and started to,1,VERB
flower,girl,grimaced,HIGH,physical,The girl began to,The flower began to,The girl grimaced and began to,The flower fell and began to,The flower grimaced and began to,0,VERB
nail,person,leaned,HIGH,physical,The person began to,The nail began to,The person leaned and began to,The nail fell and began to,The nail leaned and began to,0,VERB
casket,boy,rambled,HIGH-MID,physical,The boy was very,The casket was very,The boy rambled and was very,The casket fell and was very,The casket rambled and was very,2,ADJ
satchel,person,coughed,HIGH,physical,The person was very,The satchel was very,The person coughed and was very,The satchel fell and was very,The satchel coughed and was very,2,ADJ
boot,person,painted,HIGH-MID,physical,The person started to,The boot started to,The person painted and started to,The boot fell and started to,The boot painted and started to,1,VERB
key,boy,studied,HIGH-MID,psychological,The boy was very,The key was very,The boy studied and was very,The key fell and was very,The key studied and was very,2,ADJ
thermometer,child,disagreed,HIGH-MID,psychological,The child was very,The thermometer was very,The child disagreed and was very,The thermometer fell and was very,The thermometer disagreed and was very,2,ADJ
chair,man,giggled,HIGH,physical,The man became very,The chair became very,The man giggled and became very,The chair fell and became very,The chair giggled and became very,3,ADJ
disc,man,painted,HIGH-MID,physical,The man was very,The disc was very,The man painted and was very,The disc fell and was very,The disc painted and was very,2,ADJ
bubble,child,grunted,HIGH,physical,The child began to,The bubble began to,The child grunted and began to,The bubble fell and began to,The bubble grunted and began to,0,VERB
button,child,walked,HIGH,physical,The child started to,The button started to,The child walked and started to,The button fell and started to,The button walked and started to,1,VERB
flower,woman,confessed,HIGH,psychological,The woman began to,The flower began to,The woman confessed and began to,The flower fell and began to,The flower confessed and began to,0,VERB
bracelet,boy,cursed,HIGH,psychological,The boy started to,The bracelet started to,The boy cursed and started to,The bracelet fell and started to,The bracelet cursed and started to,1,VERB
umbrella,child,agreed,HIGH-MID,psychological,The child started to,The umbrella started to,The child agreed and started to,The umbrella fell and started to,The umbrella agreed and started to,1,VERB
furniture,man,scowled,HIGH,psychological,The man was very,The furniture was very,The man scowled and was very,The furniture fell and was very,The furniture scowled and was very,2,ADJ
shield,girl,cursed,HIGH,psychological,The girl started to,The shield started to,The girl cursed and started to,The shield fell and started to,The shield cursed and started to,1,VERB
pen,person,lamented,HIGH,psychological,The person became very,The pen became very,The person lamented and became very,The pen fell and became very,The pen lamented and became very,3,ADJ
root,girl,wailed,HIGH,physical,The girl was very,The root was very,The girl wailed and was very,The root fell and was very,The root wailed and was very,2,ADJ
dagger,girl,lamented,HIGH,psychological,The girl was very,The dagger was very,The girl lamented and was very,The dagger fell and was very,The dagger lamented and was very,2,ADJ
quilt,man,dined,HIGH,physical,The man began to,The quilt began to,The man dined and began to,The quilt fell and began to,The quilt dined and began to,0,VERB
box,child,coughed,HIGH,physical,The child started to,The box started to,The child coughed and started to,The box fell and started to,The box coughed and started to,1,VERB
biscuit,boy,limped,HIGH-MID,physical,The boy began to,The biscuit began to,The boy limped and began to,The biscuit fell and began to,The biscuit limped and began to,0,VERB
road,boy,enlisted,HIGH-MID,psychological,The boy started to,The road started to,The boy enlisted and started to,The road fell and started to,The road enlisted and started to,1,VERB
stage,child,replied,HIGH,psychological,The child began to,The stage began to,The child replied and began to,The stage fell and began to,The stage replied and began to,0,VERB
sketch,child,stole,HIGH-MID,psychological,The child was very,The sketch was very,The child stole and was very,The sketch fell and was very,The sketch stole and was very,2,ADJ
collage,child,retorted,HIGH,psychological,The child began to,The collage began to,The child retorted and began to,The collage fell and began to,The collage retorted and began to,0,VERB
plate,child,hastened,HIGH-MID,psychological,The child was very,The plate was very,The child hastened and was very,The plate fell and was very,The plate hastened and was very,2,ADJ
vehicle,boy,showered,HIGH-MID,physical,The boy began to,The vehicle began to,The boy showered and began to,The vehicle fell and began to,The vehicle showered and began to,0,VERB
yacht,child,retired,HIGH,psychological,The child was very,The yacht was very,The child retired and was very,The yacht fell and was very,The yacht retired and was very,2,ADJ
ticket,child,dreamed,HIGH,psychological,The child started to,The ticket started to,The child dreamed and started to,The ticket fell and started to,The ticket dreamed and started to,1,VERB
cup,woman,limped,HIGH-MID,physical,The woman began to,The cup began to,The woman limped and began to,The cup fell and began to,The cup limped and began to,0,VERB
umbrella,girl,chuckled,HIGH,physical,The girl started to,The umbrella started to,The girl chuckled and started to,The umbrella fell and started to,The umbrella chuckled and started to,1,VERB
axe,woman,howled,MID,physical,The woman started to,The axe started to,The woman howled and started to,The axe fell and started to,The axe howled and started to,1,VERB
newspaper,person,waved,HIGH,physical,The person began to,The newspaper began to,The person waved and began to,The newspaper fell and began to,The newspaper waved and began to,0,VERB
pie,person,glared,HIGH,physical,The person became very,The pie became very,The person glared and became very,The pie fell and became very,The pie glared and became very,3,ADJ
nickel,girl,muttered,HIGH,physical,The girl was very,The nickel was very,The girl muttered and was very,The nickel fell and was very,The nickel muttered and was very,2,ADJ
bed,boy,wailed,HIGH,physical,The boy became very,The bed became very,The boy wailed and became very,The bed fell and became very,The bed wailed and became very,3,ADJ
bubble,person,enlisted,HIGH-MID,psychological,The person started to,The bubble started to,The person enlisted and started to,The bubble fell and started to,The bubble enlisted and started to,1,VERB
instrument,boy,obeyed,HIGH-MID,psychological,The boy was very,The instrument was very,The boy obeyed and was very,The instrument fell and was very,The instrument obeyed and was very,2,ADJ
twig,boy,mumbled,HIGH,physical,The boy started to,The twig started to,The boy mumbled and started to,The twig fell and started to,The twig mumbled and started to,1,VERB
hat,girl,squatted,HIGH,physical,The girl became very,The hat became very,The girl squatted and became very,The hat fell and became very,The hat squatted and became very,3,ADJ
mine,girl,shouted,HIGH,physical,The girl started to,The mine started to,The girl shouted and started to,The mine fell and started to,The mine shouted and started to,1,VERB
tub,man,starved,HIGH,physical,The man started to,The tub started to,The man starved and started to,The tub fell and started to,The tub starved and started to,1,VERB
pillow,woman,disagreed,HIGH-MID,psychological,The woman was very,The pillow was very,The woman disagreed and was very,The pillow fell and was very,The pillow disagreed and was very,2,ADJ
automobile,woman,showered,HIGH-MID,physical,The woman began to,The automobile began to,The woman showered and began to,The automobile fell and began to,The automobile showered and began to,0,VERB
steak,person,saluted,HIGH,psychological,The person became very,The steak became very,The person saluted and became very,The steak fell and became very,The steak saluted and became very,3,ADJ
vase,child,exclaimed,HIGH,psychological,The child started to,The vase started to,The child exclaimed and started to,The vase fell and started to,The vase exclaimed and started to,1,VERB
box,girl,spit,HIGH,physical,The girl was very,The box was very,The girl spit and was very,The box fell and was very,The box spit and was very,2,ADJ
necklace,person,wept,HIGH,physical,The person was very,The necklace was very,The person wept and was very,The necklace fell and was very,The necklace wept and was very,2,ADJ
antenna,child,voted,MID,psychological,The child started to,The antenna started to,The child voted and started to,The antenna fell and started to,The antenna voted and started to,1,VERB
bandage,man,remembered,HIGH,psychological,The man was very,The bandage was very,The man remembered and was very,The bandage fell and was very,The bandage remembered and was very,2,ADJ
tie,man,hesitated,HIGH,psychological,The man became very,The tie became very,The man hesitated and became very,The tie fell and became very,The tie hesitated and became very,3,ADJ
quilt,woman,chanted,HIGH,psychological,The woman became very,The quilt became very,The woman chanted and became very,The quilt fell and became very,The quilt chanted and became very,3,ADJ
bin,girl,winced,HIGH,physical,The girl was very,The bin was very,The girl winced and was very,The bin fell and was very,The bin winced and was very,2,ADJ
tape,child,gestured,HIGH,physical,The child began to,The tape began to,The child gestured and began to,The tape fell and began to,The tape gestured and began to,0,VERB
jacket,woman,prayed,HIGH,psychological,The woman started to,The jacket started to,The woman prayed and started to,The jacket fell and started to,The jacket prayed and started to,1,VERB
truck,child,replied,HIGH,psychological,The child was very,The truck was very,The child replied and was very,The truck fell and was very,The truck replied and was very,2,ADJ
road,person,saluted,HIGH,psychological,The person began to,The road began to,The person saluted and began to,The road fell and began to,The road saluted and began to,0,VERB
overcoat,woman,guessed,HIGH,psychological,The woman started to,The overcoat started to,The woman guessed and started to,The overcoat fell and started to,The overcoat guessed and started to,1,VERB
bench,child,showered,HIGH-MID,physical,The child was very,The bench was very,The child showered and was very,The bench fell and was very,The bench showered and was very,2,ADJ
timepiece,person,agreed,HIGH-MID,psychological,The person became very,The timepiece became very,The person agreed and became very,The timepiece fell and became very,The timepiece agreed and became very,3,ADJ
glass,child,cried,HIGH,psychological,The child started to,The glass started to,The child cried and started to,The glass fell and started to,The glass cried and started to,1,VERB
antenna,child,wailed,HIGH,physical,The child began to,The antenna began to,The child wailed and began to,The antenna fell and began to,The antenna wailed and began to,0,VERB
door,boy,commented,HIGH-MID,psychological,The boy was very,The door was very,The boy commented and was very,The door fell and was very,The door commented and was very,2,ADJ
electron,child,remembered,HIGH,psychological,The child started to,The electron started to,The child remembered and started to,The electron fell and started to,The electron remembered and started to,1,VERB
gown,boy,obeyed,HIGH-MID,psychological,The boy began to,The gown began to,The boy obeyed and began to,The gown fell and began to,The gown obeyed and began to,0,VERB
bucket,woman,mourned,HIGH-MID,psychological,The woman became very,The bucket became very,The woman mourned and became very,The bucket fell and became very,The bucket mourned and became very,3,ADJ
chocolate,man,rushed,HIGH-MID,psychological,The man was very,The chocolate was very,The man rushed and was very,The chocolate fell and was very,The chocolate rushed and was very,2,ADJ
candle,child,dined,HIGH,physical,The child became very,The candle became very,The child dined and became very,The candle fell and became very,The candle dined and became very,3,ADJ
purse,boy,staggered,HIGH-MID,physical,The boy was very,The purse was very,The boy staggered and was very,The purse fell and was very,The purse staggered and was very,2,ADJ
jacket,man,taught,HIGH-MID,psychological,The man began to,The jacket began to,The man taught and began to,The jacket fell and began to,The jacket taught and began to,0,VERB
mine,woman,drawled,HIGH,physical,The woman was very,The mine was very,The woman drawled and was very,The mine fell and was very,The mine drawled and was very,2,ADJ
fruit,man,grinned,HIGH,physical,The man started to,The fruit started to,The man grinned and started to,The fruit fell and started to,The fruit grinned and started to,1,VERB
scissors,man,argued,HIGH-MID,psychological,The man was very,The scissors was very,The man argued and was very,The scissors fell and was very,The scissors argued and was very,2,ADJ
bubble,child,fiddled,HIGH,physical,The child became very,The bubble became very,The child fiddled and became very,The bubble fell and became very,The bubble fiddled and became very,3,ADJ
figure,man,applauded,HIGH-MID,psychological,The man started to,The figure started to,The man applauded and started to,The figure fell and started to,The figure applauded and started to,1,VERB
glove,man,practised,HIGH-MID,psychological,The man began to,The glove began to,The man practised and began to,The glove fell and began to,The glove practised and began to,0,VERB
button,boy,chuckled,HIGH,physical,The boy was very,The button was very,The boy chuckled and was very,The button fell and was very,The button chuckled and was very,2,ADJ
cart,person,glared,HIGH,physical,The person began to,The cart began to,The person glared and began to,The cart fell and began to,The cart glared and began to,0,VERB
yacht,man,packed,HIGH-MID,physical,The man was very,The yacht was very,The man packed and was very,The yacht fell and was very,The yacht packed and was very,2,ADJ
hat,person,retorted,HIGH,psychological,The person began to,The hat began to,The person retorted and began to,The hat fell and began to,The hat retorted and began to,0,VERB
van,boy,whistled,HIGH-MID,physical,The boy started to,The van started to,The boy whistled and started to,The van fell and started to,The van whistled and started to,1,VERB
clothing,child,knelt,HIGH,physical,The child was very,The clothing was very,The child knelt and was very,The clothing fell and was very,The clothing knelt and was very,2,ADJ
cane,woman,gestured,HIGH,physical,The woman started to,The cane started to,The woman gestured and started to,The cane fell and started to,The cane gestured and started to,1,VERB
picture,girl,enquired,HIGH,psychological,The girl began to,The picture began to,The girl enquired and began to,The picture fell and began to,The picture enquired and began to,0,VERB
chocolate,person,bled,MID,physical,The person was very,The chocolate was very,The person bled and was very,The chocolate fell and was very,The chocolate bled and was very,2,ADJ
bagpipe,man,cheated,HIGH,psychological,The man was very,The bagpipe was very,The man cheated and was very,The bagpipe fell and was very,The bagpipe cheated and was very,2,ADJ
statue,girl,worried,HIGH-MID,psychological,The girl began to,The statue began to,The girl worried and began to,The statue fell and began to,The statue worried and began to,0,VERB
tank,person,leaned,HIGH,physical,The person became very,The tank became very,The person leaned and became very,The tank fell and became very,The tank leaned and became very,3,ADJ
scissors,man,coughed,HIGH,physical,The man became very,The scissors became very,The man coughed and became very,The scissors fell and became very,The scissors coughed and became very,3,ADJ
limousine,woman,interrupted,HIGH-MID,psychological,The woman started to,The limousine started to,The woman interrupted and started to,The limousine fell and started to,The limousine interrupted and started to,1,VERB
jacket,child,moaned,HIGH,psychological,The child began to,The jacket began to,The child moaned and began to,The jacket fell and began to,The jacket moaned and began to,0,VERB
box,child,sang,HIGH-MID,physical,The child became very,The box became very,The child sang and became very,The box fell and became very,The box sang and became very,3,ADJ
radio,child,sighed,HIGH,physical,The child was very,The radio was very,The child sighed and was very,The radio fell and was very,The radio sighed and was very,2,ADJ
bubble,child,thought,HIGH,psychological,The child started to,The bubble started to,The child thought and started to,The bubble fell and started to,The bubble thought and started to,1,VERB
vehicle,man,winced,HIGH,physical,The man began to,The vehicle began to,The man winced and began to,The vehicle fell and began to,The vehicle winced and began to,0,VERB
photograph,woman,sat,HIGH,physical,The woman was very,The photograph was very,The woman sat and was very,The photograph fell and was very,The photograph sat and was very,2,ADJ
bomb,man,enquired,HIGH,psychological,The man started to,The bomb started to,The man enquired and started to,The bomb fell and started to,The bomb enquired and started to,1,VERB
cocktail,child,dozed,HIGH,physical,The child was very,The cocktail was very,The child dozed and was very,The cocktail fell and was very,The cocktail dozed and was very,2,ADJ
blossom,person,bathed,HIGH-MID,physical,The person began to,The blossom began to,The person bathed and began to,The blossom fell and began to,The blossom bathed and began to,0,VERB
truck,child,registered,MID,psychological,The child was very,The truck was very,The child registered and was very,The truck fell and was very,The truck registered and was very,2,ADJ
sleigh,girl,showered,HIGH-MID,physical,The girl was very,The sleigh was very,The girl showered and was very,The sleigh fell and was very,The sleigh showered and was very,2,ADJ
column,woman,forgot,HIGH,psychological,The woman became very,The column became very,The woman forgot and became very,The column fell and became very,The column forgot and became very,3,ADJ
purse,woman,inhaled,HIGH,physical,The woman became very,The purse became very,The woman inhaled and became very,The purse fell and became very,The purse inhaled and became very,3,ADJ
biscuit,woman,remembered,HIGH,psychological,The woman began to,The biscuit began to,The woman remembered and began to,The biscuit fell and began to,The biscuit remembered and began to,0,VERB
clock,boy,mourned,HIGH-MID,psychological,The boy began to,The clock began to,The boy mourned and began to,The clock fell and began to,The clock mourned and began to,0,VERB
tape,man,coughed,HIGH,physical,The man started to,The tape started to,The man coughed and started to,The tape fell and started to,The tape coughed and started to,1,VERB
lens,man,wept,HIGH,physical,The man started to,The lens started to,The man wept and started to,The lens fell and started to,The lens wept and started to,1,VERB
glass,woman,yawned,HIGH,physical,The woman started to,The glass started to,The woman yawned and started to,The glass fell and started to,The glass yawned and started to,1,VERB
van,child,bled,MID,physical,The child started to,The van started to,The child bled and started to,The van fell and started to,The van bled and started to,1,VERB
pie,man,talked,HIGH,psychological,The man was very,The pie was very,The man talked and was very,The pie fell and was very,The pie talked and was very,2,ADJ
nail,man,chanted,HIGH,psychological,The man became very,The nail became very,The man chanted and became very,The nail fell and became very,The nail chanted and became very,3,ADJ
plate,person,insisted,HIGH-MID,psychological,The person became very,The plate became very,The person insisted and became very,The plate fell and became very,The plate insisted and became very,3,ADJ
bench,girl,crawled,HIGH-MID,physical,The girl started to,The bench started to,The girl crawled and started to,The bench fell and started to,The bench crawled and started to,1,VERB
coffin,woman,sneered,HIGH,psychological,The woman became very,The coffin became very,The woman sneered and became very,The coffin fell and became very,The coffin sneered and became very,3,ADJ
basket,woman,packed,HIGH-MID,physical,The woman began to,The basket began to,The woman packed and began to,The basket fell and began to,The basket packed and began to,0,VERB
electron,girl,shouted,HIGH,physical,The girl became very,The electron became very,The girl shouted and became very,The electron fell and became very,The electron shouted and became very,3,ADJ
bra,boy,walked,HIGH,physical,The boy began to,The bra began to,The boy walked and began to,The bra fell and began to,The bra walked and began to,0,VERB
bomb,person,walked,HIGH,physical,The person was very,The bomb was very,The person walked and was very,The bomb fell and was very,The bomb walked and was very,2,ADJ
prune,man,pursued,HIGH-MID,psychological,The man was very,The prune was very,The man pursued and was very,The prune fell and was very,The prune pursued and was very,2,ADJ
horn,child,replied,HIGH,psychological,The child started to,The horn started to,The child replied and started to,The horn fell and started to,The horn replied and started to,1,VERB
bagpipe,woman,rushed,HIGH-MID,psychological,The woman began to,The bagpipe began to,The woman rushed and began to,The bagpipe fell and began to,The bagpipe rushed and began to,0,VERB
sock,person,fumbled,HIGH,physical,The person was very,The sock was very,The person fumbled and was very,The sock fell and was very,The sock fumbled and was very,2,ADJ
sword,man,wailed,HIGH,physical,The man started to,The sword started to,The man wailed and started to,The sword fell and started to,The sword wailed and started to,1,VERB
column,person,flushed,HIGH-MID,physical,The person was very,The column was very,The person flushed and was very,The column fell and was very,The column flushed and was very,2,ADJ
bomb,child,drawled,HIGH,physical,The child was very,The bomb was very,The child drawled and was very,The bomb fell and was very,The bomb drawled and was very,2,ADJ
accordion,girl,dozed,HIGH,physical,The girl began to,The accordion began to,The girl dozed and began to,The accordion fell and began to,The accordion dozed and began to,0,VERB
gun,child,snarled,HIGH,psychological,The child became very,The gun became very,The child snarled and became very,The gun fell and became very,The gun snarled and became very,3,ADJ
seed,man,sat,HIGH,physical,The man became very,The seed became very,The man sat and became very,The seed fell and became very,The seed sat and became very,3,ADJ
bed,man,listened,HIGH,physical,The man was very,The bed was very,The man listened and was very,The bed fell and was very,The bed listened and was very,2,ADJ
stove,man,preached,HIGH,psychological,The man began to,The stove began to,The man preached and began to,The stove fell and began to,The stove preached and began to,0,VERB
propeller,man,retorted,HIGH,psychological,The man was very,The propeller was very,The man retorted and was very,The propeller fell and was very,The propeller retorted and was very,2,ADJ
tub,person,crouched,HIGH,physical,The person was very,The tub was very,The person crouched and was very,The tub fell and was very,The tub crouched and was very,2,ADJ
vest,boy,gulped,HIGH,physical,The boy began to,The vest began to,The boy gulped and began to,The vest fell and began to,The vest gulped and began to,0,VERB
tractor,child,coughed,HIGH,physical,The child began to,The tractor began to,The child coughed and began to,The tractor fell and began to,The tractor coughed and began to,0,VERB
casket,man,gestured,HIGH,physical,The man became very,The casket became very,The man gestured and became very,The casket fell and became very,The casket gestured and became very,3,ADJ
photograph,man,worried,HIGH-MID,psychological,The man was very,The photograph was very,The man worried and was very,The photograph fell and was very,The photograph worried and was very,2,ADJ
tweezers,woman,registered,MID,psychological,The woman began to,The tweezers began to,The woman registered and began to,The tweezers fell and began to,The tweezers registered and began to,0,VERB
telescope,person,clapped,HIGH,physical,The person became very,The telescope became very,The person clapped and became very,The telescope fell and became very,The telescope clapped and became very,3,ADJ
oven,boy,waved,HIGH,physical,The boy was very,The oven was very,The boy waved and was very,The oven fell and was very,The oven waved and was very,2,ADJ
wagon,person,crouched,HIGH,physical,The person became very,The wagon became very,The person crouched and became very,The wagon fell and became very,The wagon crouched and became very,3,ADJ
saxophone,man,dozed,HIGH,physical,The man began to,The saxophone began to,The man dozed and began to,The saxophone fell and began to,The saxophone dozed and began to,0,VERB
television,woman,pounced,HIGH-MID,physical,The woman was very,The television was very,The woman pounced and was very,The television fell and was very,The television pounced and was very,2,ADJ
blossom,boy,protested,HIGH,psychological,The boy was very,The blossom was very,The boy protested and was very,The blossom fell and was very,The blossom protested and was very,2,ADJ
thermometer,person,dined,HIGH,physical,The person became very,The thermometer became very,The person dined and became very,The thermometer fell and became very,The thermometer dined and became very,3,ADJ
bottle,child,disagreed,HIGH-MID,psychological,The child began to,The bottle began to,The child disagreed and began to,The bottle fell and began to,The bottle disagreed and began to,0,VERB
basket,woman,shrieked,HIGH-MID,physical,The woman was very,The basket was very,The woman shrieked and was very,The basket fell and was very,The basket shrieked and was very,2,ADJ
blossom,boy,blinked,HIGH,physical,The boy started to,The blossom started to,The boy blinked and started to,The blossom fell and started to,The blossom blinked and started to,1,VERB
clock,boy,retorted,HIGH,psychological,The boy became very,The clock became very,The boy retorted and became very,The clock fell and became very,The clock retorted and became very,3,ADJ
leaf,boy,scowled,HIGH,psychological,The boy started to,The leaf started to,The boy scowled and started to,The leaf fell and started to,The leaf scowled and started to,1,VERB
shield,boy,begged,HIGH,psychological,The boy started to,The shield started to,The boy begged and started to,The shield fell and started to,The shield begged and started to,1,VERB
zipper,boy,suspected,HIGH,psychological,The boy was very,The zipper was very,The boy suspected and was very,The zipper fell and was very,The zipper suspected and was very,2,ADJ
tripod,boy,gestured,HIGH,physical,The boy was very,The tripod was very,The boy gestured and was very,The tripod fell and was very,The tripod gestured and was very,2,ADJ
pearl,child,recovered,HIGH-MID,physical,The child was very,The pearl was very,The child recovered and was very,The pearl fell and was very,The pearl recovered and was very,2,ADJ
axe,child,grumbled,HIGH,physical,The child was very,The axe was very,The child grumbled and was very,The axe fell and was very,The axe grumbled and was very,2,ADJ
glass,girl,omitted,HIGH,physical,The girl started to,The glass started to,The girl omitted and started to,The glass fell and started to,The glass omitted and started to,1,VERB
wheel,boy,paced,HIGH,physical,The boy began to,The wheel began to,The boy paced and began to,The wheel fell and began to,The wheel paced and began to,0,VERB
collage,girl,agreed,HIGH-MID,psychological,The girl began to,The collage began to,The girl agreed and began to,The collage fell and began to,The collage agreed and began to,0,VERB
hat,person,barked,MID,physical,The person started to,The hat started to,The person barked and started to,The hat fell and started to,The hat barked and started to,1,VERB
prune,woman,invested,MID,psychological,The woman became very,The prune became very,The woman invested and became very,The prune fell and became very,The prune invested and became very,3,ADJ
needle,man,nodded,HIGH,physical,The man began to,The needle began to,The man nodded and began to,The needle fell and began to,The needle nodded and began to,0,VERB
sleigh,girl,replied,HIGH,psychological,The girl was very,The sleigh was very,The girl replied and was very,The sleigh fell and was very,The sleigh replied and was very,2,ADJ
sandal,child,stammered,HIGH,physical,The child became very,The sandal became very,The child stammered and became very,The sandal fell and became very,The sandal stammered and became very,3,ADJ
